ID,PATH,TYPE
1834,DATASET/G/G-1171,GALAXY
1835,DATASET/G/G-1172,GALAXY
1836,DATASET/G/G-1173,GALAXY
1837,DATASET/G/G-1174,GALAXY
1838,DATASET/G/G-1175,GALAXY
1839,DATASET/G/G-1176,GALAXY
1840,DATASET/G/G-1177,GALAXY
1841,DATASET/G/G-1178,GALAXY
1842,DATASET/G/G-1179,GALAXY
1843,DATASET/G/G-1180,GALAXY
1844,DATASET/G/G-1181,GALAXY
1845,DATASET/G/G-1182,GALAXY
1846,DATASET/G/G-1183,GALAXY
1847,DATASET/G/G-1184,GALAXY
1848,DATASET/G/G-1185,GALAXY
1849,DATASET/G/G-1186,GALAXY
1850,DATASET/G/G-1187,GALAXY
1851,DATASET/G/G-1188,GALAXY
1852,DATASET/G/G-1189,GALAXY
1853,DATASET/G/G-1190,GALAXY
1854,DATASET/G/G-1191,GALAXY
1855,DATASET/G/G-1192,GALAXY
1856,DATASET/G/G-1193,GALAXY
1857,DATASET/G/G-1194,GALAXY
1858,DATASET/G/G-1195,GALAXY
1859,DATASET/G/G-1196,GALAXY
1860,DATASET/G/G-1197,GALAXY
1861,DATASET/G/G-1198,GALAXY
1862,DATASET/G/G-1199,GALAXY
1863,DATASET/G/G-1200,GALAXY
1864,DATASET/G/G-1201,GALAXY
1865,DATASET/G/G-1202,GALAXY
1866,DATASET/G/G-1203,GALAXY
1867,DATASET/G/G-1204,GALAXY
1868,DATASET/G/G-1205,GALAXY
1869,DATASET/G/G-1206,GALAXY
1870,DATASET/G/G-1207,GALAXY
1871,DATASET/G/G-1208,GALAXY
1872,DATASET/G/G-1209,GALAXY
1873,DATASET/G/G-1210,GALAXY
1874,DATASET/G/G-1211,GALAXY
1875,DATASET/G/G-1212,GALAXY
1876,DATASET/G/G-1213,GALAXY
1877,DATASET/G/G-1214,GALAXY
1878,DATASET/G/G-1215,GALAXY
1879,DATASET/G/G-1216,GALAXY
1880,DATASET/G/G-1217,GALAXY
1881,DATASET/G/G-1218,GALAXY
1882,DATASET/G/G-1219,GALAXY
1883,DATASET/G/G-1220,GALAXY
1884,DATASET/G/G-1221,GALAXY
1885,DATASET/G/G-1222,GALAXY
1886,DATASET/G/G-1223,GALAXY
1887,DATASET/G/G-1224,GALAXY
1888,DATASET/G/G-1225,GALAXY
1889,DATASET/G/G-1226,GALAXY
1890,DATASET/G/G-1227,GALAXY
1891,DATASET/G/G-1228,GALAXY
1892,DATASET/G/G-1229,GALAXY
1893,DATASET/G/G-1230,GALAXY
1894,DATASET/G/G-1231,GALAXY
1895,DATASET/G/G-1232,GALAXY
1896,DATASET/G/G-1233,GALAXY
1897,DATASET/G/G-1234,GALAXY
1898,DATASET/G/G-1235,GALAXY
1899,DATASET/G/G-1236,GALAXY
1900,DATASET/G/G-1237,GALAXY
1901,DATASET/G/G-1238,GALAXY
1902,DATASET/G/G-1239,GALAXY
1903,DATASET/G/G-1240,GALAXY
1904,DATASET/G/G-1241,GALAXY
1905,DATASET/G/G-1242,GALAXY
1906,DATASET/G/G-1243,GALAXY
1907,DATASET/G/G-1244,GALAXY
1908,DATASET/G/G-1245,GALAXY
1909,DATASET/G/G-1246,GALAXY
1910,DATASET/G/G-1247,GALAXY
1911,DATASET/G/G-1248,GALAXY
1912,DATASET/G/G-1249,GALAXY
1913,DATASET/G/G-1250,GALAXY
1914,DATASET/G/G-1251,GALAXY
1915,DATASET/G/G-1252,GALAXY
1916,DATASET/G/G-1253,GALAXY
1917,DATASET/G/G-1254,GALAXY
1918,DATASET/G/G-1255,GALAXY
1919,DATASET/G/G-1256,GALAXY
1920,DATASET/G/G-1257,GALAXY
1921,DATASET/G/G-1258,GALAXY
1922,DATASET/G/G-1259,GALAXY
1923,DATASET/G/G-1260,GALAXY
1924,DATASET/G/G-1261,GALAXY
1925,DATASET/G/G-1262,GALAXY
1926,DATASET/G/G-1263,GALAXY
1927,DATASET/G/G-1264,GALAXY
1928,DATASET/G/G-1265,GALAXY
1929,DATASET/G/G-1266,GALAXY
1930,DATASET/G/G-1267,GALAXY
1931,DATASET/G/G-1268,GALAXY
1932,DATASET/G/G-1269,GALAXY
1933,DATASET/G/G-1270,GALAXY
1934,DATASET/G/G-1271,GALAXY
1935,DATASET/G/G-1272,GALAXY
1936,DATASET/G/G-1273,GALAXY
1937,DATASET/G/G-1274,GALAXY
1938,DATASET/G/G-1275,GALAXY
1939,DATASET/G/G-1276,GALAXY
1940,DATASET/G/G-1277,GALAXY
1941,DATASET/G/G-1278,GALAXY
1942,DATASET/G/G-1279,GALAXY
1943,DATASET/G/G-1280,GALAXY
1944,DATASET/G/G-1281,GALAXY
1945,DATASET/G/G-1282,GALAXY
1946,DATASET/G/G-1283,GALAXY
1947,DATASET/G/G-1284,GALAXY
1948,DATASET/G/G-1285,GALAXY
1949,DATASET/G/G-1286,GALAXY
1950,DATASET/G/G-1287,GALAXY
1951,DATASET/G/G-1288,GALAXY
1952,DATASET/G/G-1289,GALAXY
1953,DATASET/G/G-1290,GALAXY
1954,DATASET/G/G-1291,GALAXY
1955,DATASET/G/G-1292,GALAXY
1956,DATASET/G/G-1293,GALAXY
1957,DATASET/G/G-1294,GALAXY
1958,DATASET/G/G-1295,GALAXY
1959,DATASET/G/G-1296,GALAXY
1960,DATASET/G/G-1297,GALAXY
1961,DATASET/G/G-1298,GALAXY
1962,DATASET/G/G-1299,GALAXY
1963,DATASET/G/G-1300,GALAXY
1964,DATASET/G/G-1301,GALAXY
1965,DATASET/G/G-1302,GALAXY
1966,DATASET/G/G-1303,GALAXY
1967,DATASET/G/G-1304,GALAXY
1968,DATASET/G/G-1305,GALAXY
1969,DATASET/G/G-1306,GALAXY
1970,DATASET/G/G-1307,GALAXY
1971,DATASET/G/G-1308,GALAXY
1972,DATASET/G/G-1309,GALAXY
1973,DATASET/G/G-1310,GALAXY
1974,DATASET/G/G-1311,GALAXY
1975,DATASET/G/G-1312,GALAXY
1976,DATASET/G/G-1313,GALAXY
1977,DATASET/G/G-1314,GALAXY
1978,DATASET/G/G-1315,GALAXY
1979,DATASET/G/G-1316,GALAXY
1980,DATASET/G/G-1317,GALAXY
1981,DATASET/G/G-1318,GALAXY
1982,DATASET/G/G-1319,GALAXY
1983,DATASET/G/G-1320,GALAXY
1984,DATASET/G/G-1321,GALAXY
1985,DATASET/G/G-1322,GALAXY
1986,DATASET/G/G-1323,GALAXY
1987,DATASET/G/G-1324,GALAXY
1988,DATASET/G/G-1325,GALAXY
1989,DATASET/G/G-1326,GALAXY
1990,DATASET/G/G-1327,GALAXY
1991,DATASET/G/G-1328,GALAXY
1992,DATASET/G/G-1329,GALAXY
1993,DATASET/G/G-1330,GALAXY
1994,DATASET/G/G-1331,GALAXY
1995,DATASET/G/G-1332,GALAXY
1996,DATASET/G/G-1333,GALAXY
1997,DATASET/G/G-1334,GALAXY
1998,DATASET/G/G-1335,GALAXY
1999,DATASET/G/G-1336,GALAXY
2000,DATASET/G/G-1337,GALAXY
2001,DATASET/G/G-1338,GALAXY
2002,DATASET/G/G-1339,GALAXY
2003,DATASET/G/G-1340,GALAXY
2004,DATASET/G/G-1341,GALAXY
2005,DATASET/G/G-1342,GALAXY
2006,DATASET/G/G-1343,GALAXY
2007,DATASET/G/G-1344,GALAXY
2008,DATASET/G/G-1345,GALAXY
2009,DATASET/G/G-1346,GALAXY
2010,DATASET/G/G-1347,GALAXY
2011,DATASET/G/G-1348,GALAXY
2012,DATASET/G/G-1349,GALAXY
2013,DATASET/G/G-1350,GALAXY
2014,DATASET/G/G-1351,GALAXY
2015,DATASET/G/G-1352,GALAXY
2016,DATASET/G/G-1353,GALAXY
2017,DATASET/G/G-1354,GALAXY
2018,DATASET/G/G-1355,GALAXY
2019,DATASET/G/G-1356,GALAXY
2020,DATASET/G/G-1357,GALAXY
2021,DATASET/G/G-1358,GALAXY
2022,DATASET/G/G-1359,GALAXY
2023,DATASET/G/G-1360,GALAXY
2024,DATASET/G/G-1361,GALAXY
2025,DATASET/G/G-1362,GALAXY
2026,DATASET/G/G-1363,GALAXY
2027,DATASET/G/G-1364,GALAXY
2028,DATASET/G/G-1365,GALAXY
2029,DATASET/G/G-1366,GALAXY
2030,DATASET/G/G-1367,GALAXY
2031,DATASET/G/G-1368,GALAXY
2032,DATASET/G/G-1369,GALAXY
2033,DATASET/G/G-1370,GALAXY
2034,DATASET/G/G-1371,GALAXY
2035,DATASET/G/G-1372,GALAXY
2036,DATASET/G/G-1373,GALAXY
2037,DATASET/G/G-1374,GALAXY
2038,DATASET/G/G-1375,GALAXY
2039,DATASET/G/G-1376,GALAXY
2040,DATASET/G/G-1377,GALAXY
2041,DATASET/G/G-1378,GALAXY
2042,DATASET/G/G-1379,GALAXY
2043,DATASET/G/G-1380,GALAXY
2044,DATASET/G/G-1381,GALAXY
2045,DATASET/G/G-1382,GALAXY
2046,DATASET/G/G-1383,GALAXY
2047,DATASET/G/G-1384,GALAXY
2048,DATASET/G/G-1385,GALAXY
2049,DATASET/G/G-1386,GALAXY
2050,DATASET/G/G-1387,GALAXY
2051,DATASET/G/G-1388,GALAXY
2052,DATASET/G/G-1389,GALAXY
2053,DATASET/G/G-1390,GALAXY
2054,DATASET/G/G-1391,GALAXY
2055,DATASET/G/G-1392,GALAXY
2056,DATASET/G/G-1393,GALAXY
2057,DATASET/G/G-1394,GALAXY
2058,DATASET/G/G-1395,GALAXY
2059,DATASET/G/G-1396,GALAXY
2060,DATASET/G/G-1397,GALAXY
2061,DATASET/G/G-1398,GALAXY
2062,DATASET/G/G-1399,GALAXY
2063,DATASET/G/G-1400,GALAXY
2064,DATASET/G/G-1401,GALAXY
2065,DATASET/G/G-1402,GALAXY
2066,DATASET/G/G-1403,GALAXY
2067,DATASET/G/G-1404,GALAXY
2068,DATASET/G/G-1405,GALAXY
2069,DATASET/G/G-1406,GALAXY
2070,DATASET/G/G-1407,GALAXY
2071,DATASET/G/G-1408,GALAXY
2072,DATASET/G/G-1409,GALAXY
2073,DATASET/G/G-1410,GALAXY
2074,DATASET/G/G-1411,GALAXY
2075,DATASET/G/G-1412,GALAXY
2076,DATASET/G/G-1413,GALAXY
2077,DATASET/G/G-1414,GALAXY
2078,DATASET/G/G-1415,GALAXY
2079,DATASET/G/G-1416,GALAXY
2080,DATASET/G/G-1417,GALAXY
2081,DATASET/G/G-1418,GALAXY
2082,DATASET/G/G-1419,GALAXY
2083,DATASET/G/G-1420,GALAXY
2084,DATASET/G/G-1421,GALAXY
2085,DATASET/G/G-1422,GALAXY
2086,DATASET/G/G-1423,GALAXY
2087,DATASET/G/G-1424,GALAXY
2088,DATASET/G/G-1425,GALAXY
2089,DATASET/G/G-1426,GALAXY
2090,DATASET/G/G-1427,GALAXY
2091,DATASET/G/G-1428,GALAXY
2092,DATASET/G/G-1429,GALAXY
2093,DATASET/G/G-1430,GALAXY
2094,DATASET/G/G-1431,GALAXY
2095,DATASET/G/G-1432,GALAXY
2096,DATASET/G/G-1433,GALAXY
2097,DATASET/G/G-1434,GALAXY
2098,DATASET/G/G-1435,GALAXY
2099,DATASET/G/G-1436,GALAXY
2100,DATASET/G/G-1437,GALAXY
2101,DATASET/G/G-1438,GALAXY
2102,DATASET/G/G-1439,GALAXY
2103,DATASET/G/G-1440,GALAXY
2104,DATASET/G/G-1441,GALAXY
2105,DATASET/G/G-1442,GALAXY
2106,DATASET/G/G-1443,GALAXY
2107,DATASET/G/G-1444,GALAXY
2108,DATASET/G/G-1445,GALAXY
2109,DATASET/G/G-1446,GALAXY
2110,DATASET/G/G-1447,GALAXY
2111,DATASET/G/G-1448,GALAXY
2112,DATASET/G/G-1449,GALAXY
2113,DATASET/G/G-1450,GALAXY
2114,DATASET/G/G-1451,GALAXY
2115,DATASET/G/G-1452,GALAXY
2116,DATASET/G/G-1453,GALAXY
2117,DATASET/G/G-1454,GALAXY
2118,DATASET/G/G-1455,GALAXY
2119,DATASET/G/G-1456,GALAXY
2120,DATASET/G/G-1457,GALAXY
2121,DATASET/G/G-1458,GALAXY
2122,DATASET/G/G-1459,GALAXY
2123,DATASET/G/G-1460,GALAXY
2124,DATASET/G/G-1461,GALAXY
2125,DATASET/G/G-1462,GALAXY
2126,DATASET/G/G-1463,GALAXY
2127,DATASET/G/G-1464,GALAXY
2128,DATASET/G/G-1465,GALAXY
2129,DATASET/G/G-1466,GALAXY
2130,DATASET/G/G-1467,GALAXY
2131,DATASET/G/G-1468,GALAXY
2132,DATASET/G/G-1469,GALAXY
2133,DATASET/G/G-1470,GALAXY
2134,DATASET/G/G-1471,GALAXY
2135,DATASET/G/G-1472,GALAXY
2136,DATASET/G/G-1473,GALAXY
2137,DATASET/G/G-1474,GALAXY
2138,DATASET/G/G-1475,GALAXY
2139,DATASET/G/G-1476,GALAXY
2140,DATASET/G/G-1477,GALAXY
2141,DATASET/G/G-1478,GALAXY
2142,DATASET/G/G-1479,GALAXY
2143,DATASET/G/G-1480,GALAXY
2144,DATASET/G/G-1481,GALAXY
2145,DATASET/G/G-1482,GALAXY
2146,DATASET/G/G-1483,GALAXY
2147,DATASET/G/G-1484,GALAXY
2148,DATASET/G/G-1485,GALAXY
2149,DATASET/G/G-1486,GALAXY
2150,DATASET/G/G-1487,GALAXY
2151,DATASET/G/G-1488,GALAXY
2152,DATASET/G/G-1489,GALAXY
2153,DATASET/G/G-1490,GALAXY
2154,DATASET/G/G-1491,GALAXY
2155,DATASET/G/G-1492,GALAXY
2156,DATASET/G/G-1493,GALAXY
2157,DATASET/G/G-1494,GALAXY
2158,DATASET/G/G-1495,GALAXY
2159,DATASET/G/G-1496,GALAXY
2160,DATASET/G/G-1497,GALAXY
2161,DATASET/G/G-1498,GALAXY
2162,DATASET/G/G-1499,GALAXY
2163,DATASET/G/G-1500,GALAXY
2164,DATASET/G/G-1501,GALAXY
2165,DATASET/G/G-1502,GALAXY
2166,DATASET/G/G-1503,GALAXY
2167,DATASET/G/G-1504,GALAXY
2168,DATASET/G/G-1505,GALAXY
2169,DATASET/G/G-1506,GALAXY
2170,DATASET/G/G-1507,GALAXY
2171,DATASET/G/G-1508,GALAXY
2172,DATASET/G/G-1509,GALAXY
2173,DATASET/G/G-1510,GALAXY
2174,DATASET/G/G-1511,GALAXY
2175,DATASET/G/G-1512,GALAXY
2176,DATASET/G/G-1513,GALAXY
2177,DATASET/G/G-1514,GALAXY
2178,DATASET/G/G-1515,GALAXY
2179,DATASET/G/G-1516,GALAXY
2180,DATASET/G/G-1517,GALAXY
2181,DATASET/G/G-1518,GALAXY
2182,DATASET/G/G-1519,GALAXY
2183,DATASET/G/G-1520,GALAXY
2184,DATASET/G/G-1521,GALAXY
2185,DATASET/G/G-1522,GALAXY
2186,DATASET/G/G-1523,GALAXY
2187,DATASET/G/G-1524,GALAXY
2188,DATASET/G/G-1525,GALAXY
2189,DATASET/G/G-1526,GALAXY
2190,DATASET/G/G-1527,GALAXY
2191,DATASET/G/G-1528,GALAXY
2192,DATASET/G/G-1529,GALAXY
2193,DATASET/G/G-1530,GALAXY
2194,DATASET/G/G-1531,GALAXY
2195,DATASET/G/G-1532,GALAXY
2196,DATASET/G/G-1533,GALAXY
2197,DATASET/G/G-1534,GALAXY
2198,DATASET/G/G-1535,GALAXY
2199,DATASET/G/G-1536,GALAXY
2200,DATASET/G/G-1537,GALAXY
2201,DATASET/G/G-1538,GALAXY
2202,DATASET/G/G-1539,GALAXY
2203,DATASET/G/G-1540,GALAXY
2204,DATASET/G/G-1541,GALAXY
2205,DATASET/G/G-1542,GALAXY
2206,DATASET/G/G-1543,GALAXY
2207,DATASET/G/G-1544,GALAXY
2208,DATASET/G/G-1545,GALAXY
2209,DATASET/G/G-1546,GALAXY
2210,DATASET/G/G-1547,GALAXY
2211,DATASET/G/G-1548,GALAXY
2212,DATASET/G/G-1549,GALAXY
2213,DATASET/G/G-1550,GALAXY
2214,DATASET/G/G-1551,GALAXY
2215,DATASET/G/G-1552,GALAXY
2216,DATASET/G/G-1553,GALAXY
2217,DATASET/G/G-1554,GALAXY
2218,DATASET/G/G-1555,GALAXY
2219,DATASET/G/G-1556,GALAXY
2220,DATASET/G/G-1557,GALAXY
2221,DATASET/G/G-1558,GALAXY
2222,DATASET/G/G-1559,GALAXY
2223,DATASET/G/G-1560,GALAXY
2224,DATASET/G/G-1561,GALAXY
2225,DATASET/G/G-1562,GALAXY
2226,DATASET/G/G-1563,GALAXY
2227,DATASET/G/G-1564,GALAXY
2228,DATASET/G/G-1565,GALAXY
2229,DATASET/G/G-1566,GALAXY
2230,DATASET/G/G-1567,GALAXY
2231,DATASET/G/G-1568,GALAXY
2232,DATASET/G/G-1569,GALAXY
2233,DATASET/G/G-1570,GALAXY
2234,DATASET/G/G-1571,GALAXY
2235,DATASET/G/G-1572,GALAXY
2236,DATASET/G/G-1573,GALAXY
2237,DATASET/G/G-1574,GALAXY
2238,DATASET/G/G-1575,GALAXY
2239,DATASET/G/G-1576,GALAXY
2240,DATASET/G/G-1577,GALAXY
2241,DATASET/G/G-1578,GALAXY
2242,DATASET/G/G-1579,GALAXY
2243,DATASET/G/G-1580,GALAXY
2244,DATASET/G/G-1581,GALAXY
2245,DATASET/G/G-1582,GALAXY
2246,DATASET/G/G-1583,GALAXY
2247,DATASET/G/G-1584,GALAXY
2248,DATASET/G/G-1585,GALAXY
2249,DATASET/G/G-1586,GALAXY
2250,DATASET/G/G-1587,GALAXY
2251,DATASET/G/G-1588,GALAXY
2252,DATASET/G/G-1589,GALAXY
2253,DATASET/G/G-1590,GALAXY
2254,DATASET/G/G-1591,GALAXY
2255,DATASET/G/G-1592,GALAXY
2256,DATASET/G/G-1593,GALAXY
2257,DATASET/G/G-1594,GALAXY
2258,DATASET/G/G-1595,GALAXY
2259,DATASET/G/G-1596,GALAXY
2260,DATASET/G/G-1597,GALAXY
2261,DATASET/G/G-1598,GALAXY
2262,DATASET/G/G-1599,GALAXY
2263,DATASET/G/G-1600,GALAXY
2264,DATASET/G/G-1601,GALAXY
2265,DATASET/G/G-1602,GALAXY
2266,DATASET/G/G-1603,GALAXY
2267,DATASET/G/G-1604,GALAXY
2268,DATASET/G/G-1605,GALAXY
2269,DATASET/G/G-1606,GALAXY
2270,DATASET/G/G-1607,GALAXY
2271,DATASET/G/G-1608,GALAXY
2272,DATASET/G/G-1609,GALAXY
2273,DATASET/G/G-1610,GALAXY
2274,DATASET/G/G-1611,GALAXY
2275,DATASET/G/G-1612,GALAXY
2276,DATASET/G/G-1613,GALAXY
2277,DATASET/G/G-1614,GALAXY
2278,DATASET/G/G-1615,GALAXY
2279,DATASET/G/G-1616,GALAXY
2280,DATASET/G/G-1617,GALAXY
2281,DATASET/G/G-1618,GALAXY
2282,DATASET/G/G-1619,GALAXY
2283,DATASET/G/G-1620,GALAXY
2284,DATASET/G/G-1621,GALAXY
2285,DATASET/G/G-1622,GALAXY
2286,DATASET/G/G-1623,GALAXY
2287,DATASET/G/G-1624,GALAXY
2288,DATASET/G/G-1625,GALAXY
2289,DATASET/G/G-1626,GALAXY
2290,DATASET/G/G-1627,GALAXY
2291,DATASET/G/G-1628,GALAXY
2292,DATASET/G/G-1629,GALAXY
2293,DATASET/G/G-1630,GALAXY
2294,DATASET/G/G-1631,GALAXY
2295,DATASET/G/G-1632,GALAXY
2296,DATASET/G/G-1633,GALAXY
2297,DATASET/G/G-1634,GALAXY
2298,DATASET/G/G-1635,GALAXY
2299,DATASET/G/G-1636,GALAXY
2300,DATASET/G/G-1637,GALAXY
2301,DATASET/G/G-1638,GALAXY
2302,DATASET/G/G-1639,GALAXY
2303,DATASET/G/G-1640,GALAXY
2304,DATASET/G/G-1641,GALAXY
2305,DATASET/G/G-1642,GALAXY
2306,DATASET/G/G-1643,GALAXY
2307,DATASET/G/G-1644,GALAXY
2308,DATASET/G/G-1645,GALAXY
2309,DATASET/G/G-1646,GALAXY
2310,DATASET/G/G-1647,GALAXY
2311,DATASET/G/G-1648,GALAXY
2312,DATASET/G/G-1649,GALAXY
2313,DATASET/G/G-1650,GALAXY
2314,DATASET/G/G-1651,GALAXY
2315,DATASET/G/G-1652,GALAXY
2316,DATASET/G/G-1653,GALAXY
2317,DATASET/G/G-1654,GALAXY
2318,DATASET/G/G-1655,GALAXY
2319,DATASET/G/G-1656,GALAXY
2320,DATASET/G/G-1657,GALAXY
2321,DATASET/G/G-1658,GALAXY
2322,DATASET/G/G-1659,GALAXY
2323,DATASET/G/G-1660,GALAXY
2324,DATASET/G/G-1661,GALAXY
2325,DATASET/G/G-1662,GALAXY
2326,DATASET/G/G-1663,GALAXY
2327,DATASET/G/G-1664,GALAXY
2328,DATASET/G/G-1665,GALAXY
2329,DATASET/G/G-1666,GALAXY
2330,DATASET/G/G-1667,GALAXY
2331,DATASET/G/G-1668,GALAXY
2332,DATASET/G/G-1669,GALAXY
2333,DATASET/G/G-1670,GALAXY
2334,DATASET/G/G-1671,GALAXY
2335,DATASET/G/G-1672,GALAXY
2336,DATASET/G/G-1673,GALAXY
2337,DATASET/G/G-1674,GALAXY
2338,DATASET/G/G-1675,GALAXY
2339,DATASET/G/G-1676,GALAXY
2340,DATASET/G/G-1677,GALAXY
2341,DATASET/G/G-1678,GALAXY
2342,DATASET/G/G-1679,GALAXY
2343,DATASET/G/G-1680,GALAXY
2344,DATASET/G/G-1681,GALAXY
2345,DATASET/G/G-1682,GALAXY
2346,DATASET/G/G-1683,GALAXY
2347,DATASET/G/G-1684,GALAXY
2348,DATASET/G/G-1685,GALAXY
2349,DATASET/G/G-1686,GALAXY
2350,DATASET/G/G-1687,GALAXY
2351,DATASET/G/G-1688,GALAXY
2352,DATASET/G/G-1689,GALAXY
2353,DATASET/G/G-1690,GALAXY
2354,DATASET/G/G-1691,GALAXY
2355,DATASET/G/G-1692,GALAXY
2356,DATASET/G/G-1693,GALAXY
2357,DATASET/G/G-1694,GALAXY
2358,DATASET/G/G-1695,GALAXY
2359,DATASET/G/G-1696,GALAXY
2360,DATASET/G/G-1697,GALAXY
2361,DATASET/G/G-1698,GALAXY
2362,DATASET/G/G-1699,GALAXY
2363,DATASET/G/G-1700,GALAXY
2364,DATASET/G/G-1701,GALAXY
2365,DATASET/G/G-1702,GALAXY
2366,DATASET/G/G-1703,GALAXY
2367,DATASET/G/G-1704,GALAXY
2368,DATASET/G/G-1705,GALAXY
2369,DATASET/G/G-1706,GALAXY
2370,DATASET/G/G-1707,GALAXY
2371,DATASET/G/G-1708,GALAXY
2372,DATASET/G/G-1709,GALAXY
2373,DATASET/G/G-1710,GALAXY
2374,DATASET/G/G-1711,GALAXY
2375,DATASET/G/G-1712,GALAXY
2376,DATASET/G/G-1713,GALAXY
2377,DATASET/G/G-1714,GALAXY
2378,DATASET/G/G-1715,GALAXY
2379,DATASET/G/G-1716,GALAXY
2380,DATASET/G/G-1717,GALAXY
2381,DATASET/G/G-1718,GALAXY
2382,DATASET/G/G-1719,GALAXY
2383,DATASET/G/G-1720,GALAXY
2384,DATASET/G/G-1721,GALAXY
2385,DATASET/G/G-1722,GALAXY
2386,DATASET/G/G-1723,GALAXY
2387,DATASET/G/G-1724,GALAXY
2388,DATASET/G/G-1725,GALAXY
2389,DATASET/G/G-1726,GALAXY
2390,DATASET/G/G-1727,GALAXY
2391,DATASET/G/G-1728,GALAXY
2392,DATASET/G/G-1729,GALAXY
2393,DATASET/G/G-1730,GALAXY
2394,DATASET/G/G-1731,GALAXY
2395,DATASET/G/G-1732,GALAXY
2396,DATASET/G/G-1733,GALAXY
2397,DATASET/G/G-1734,GALAXY
2398,DATASET/G/G-1735,GALAXY
2399,DATASET/G/G-1736,GALAXY
2400,DATASET/G/G-1737,GALAXY
2401,DATASET/G/G-1738,GALAXY
2402,DATASET/G/G-1739,GALAXY
2403,DATASET/G/G-1740,GALAXY
2404,DATASET/G/G-1741,GALAXY
2405,DATASET/G/G-1742,GALAXY
2406,DATASET/G/G-1743,GALAXY
2407,DATASET/G/G-1744,GALAXY
2408,DATASET/G/G-1745,GALAXY
2409,DATASET/G/G-1746,GALAXY
2410,DATASET/G/G-1747,GALAXY
2411,DATASET/G/G-1748,GALAXY
2412,DATASET/G/G-1749,GALAXY
2413,DATASET/G/G-1750,GALAXY
2414,DATASET/G/G-1751,GALAXY
2415,DATASET/G/G-1752,GALAXY
2416,DATASET/G/G-1753,GALAXY
2417,DATASET/G/G-1754,GALAXY
2418,DATASET/G/G-1755,GALAXY
2419,DATASET/G/G-1756,GALAXY
2420,DATASET/G/G-1757,GALAXY
2421,DATASET/G/G-1758,GALAXY
2422,DATASET/G/G-1759,GALAXY
2423,DATASET/G/G-1760,GALAXY
2424,DATASET/G/G-1761,GALAXY
2425,DATASET/G/G-1762,GALAXY
2426,DATASET/G/G-1763,GALAXY
2427,DATASET/G/G-1764,GALAXY
2428,DATASET/G/G-1765,GALAXY
2429,DATASET/G/G-1766,GALAXY
2430,DATASET/G/G-1767,GALAXY
2431,DATASET/G/G-1768,GALAXY
2432,DATASET/G/G-1769,GALAXY
2433,DATASET/G/G-1770,GALAXY
2434,DATASET/G/G-1771,GALAXY
2435,DATASET/G/G-1772,GALAXY
2436,DATASET/G/G-1773,GALAXY
2437,DATASET/G/G-1774,GALAXY
2438,DATASET/G/G-1775,GALAXY
2439,DATASET/G/G-1776,GALAXY
2440,DATASET/G/G-1777,GALAXY
2441,DATASET/G/G-1778,GALAXY
2442,DATASET/G/G-1779,GALAXY
2443,DATASET/G/G-1780,GALAXY
2444,DATASET/G/G-1781,GALAXY
2445,DATASET/G/G-1782,GALAXY
2446,DATASET/G/G-1783,GALAXY
2447,DATASET/G/G-1784,GALAXY
2448,DATASET/G/G-1785,GALAXY
2449,DATASET/G/G-1786,GALAXY
2450,DATASET/G/G-1787,GALAXY
2451,DATASET/G/G-1788,GALAXY
2452,DATASET/G/G-1789,GALAXY
2453,DATASET/G/G-1790,GALAXY
2454,DATASET/G/G-1791,GALAXY
2455,DATASET/G/G-1792,GALAXY
2456,DATASET/G/G-1793,GALAXY
2457,DATASET/G/G-1794,GALAXY
2458,DATASET/G/G-1795,GALAXY
2459,DATASET/G/G-1796,GALAXY
2460,DATASET/G/G-1797,GALAXY
2461,DATASET/G/G-1798,GALAXY
2462,DATASET/G/G-1799,GALAXY
2463,DATASET/G/G-1800,GALAXY
2464,DATASET/G/G-1801,GALAXY
2465,DATASET/G/G-1802,GALAXY
2466,DATASET/G/G-1803,GALAXY
2467,DATASET/G/G-1804,GALAXY
2468,DATASET/G/G-1805,GALAXY
2469,DATASET/G/G-1806,GALAXY
2470,DATASET/G/G-1807,GALAXY
2471,DATASET/G/G-1808,GALAXY
2472,DATASET/G/G-1809,GALAXY
2473,DATASET/G/G-1810,GALAXY
2474,DATASET/G/G-1811,GALAXY
2475,DATASET/G/G-1812,GALAXY
2476,DATASET/G/G-1813,GALAXY
2477,DATASET/G/G-1814,GALAXY
2478,DATASET/G/G-1815,GALAXY
2479,DATASET/G/G-1816,GALAXY
2480,DATASET/G/G-1817,GALAXY
2481,DATASET/G/G-1818,GALAXY
2482,DATASET/G/G-1819,GALAXY
2483,DATASET/G/G-1820,GALAXY
2484,DATASET/G/G-1821,GALAXY
2485,DATASET/G/G-1822,GALAXY
2486,DATASET/G/G-1823,GALAXY
2487,DATASET/G/G-1824,GALAXY
2488,DATASET/G/G-1825,GALAXY
2489,DATASET/G/G-1826,GALAXY
2490,DATASET/G/G-1827,GALAXY
2491,DATASET/G/G-1828,GALAXY
2492,DATASET/G/G-1829,GALAXY
2493,DATASET/G/G-1830,GALAXY
2494,DATASET/G/G-1831,GALAXY
2495,DATASET/G/G-1832,GALAXY
2496,DATASET/G/G-1833,GALAXY
2497,DATASET/G/G-1834,GALAXY
2498,DATASET/G/G-1835,GALAXY
2499,DATASET/G/G-1836,GALAXY
